order_id,order_date,region,product_category,product_subcategory,quantity,unit_price,discount,shipping_cost,customer_age_group,payment_method,revenue,profit,returned,high_profit
ORD00225,2022-05-08,North,Clothing,Shirts,7,83.52,0.21,1.6,26-35,Gift Card,461.87,88.6,0,1
ORD00226,2024-09-22,North,Electronics,Accessories,4,115.28,0.24,5.6,26-35,Debit Card,350.45,63.65,0,1
ORD00227,2022-01-03,South,Electronics,Laptops,6,664.39,0.27,3.42,56+,Debit Card,2910.03,299.77,0,1
ORD00228,2023-03-02,South,Office Supplies,Binders,8,155.14,0.17,3.83,56+,Credit Card,1030.13,129.3,0,1
ORD00229,2024-05-30,East,Furniture,Tables,7,410.5,0.03,9.36,56+,Cash,2787.3,454.17,0,1
ORD00230,2022-06-23,South,Electronics,Phones,3,701.94,0.14,8.03,26-35,Credit Card,1811.01,171.34,0,1
ORD00231,2022-08-27,East,Furniture,Sofas,7,341.62,0.07,5.86,18-25,Debit Card,2223.95,441.72,0,1
ORD00232,2024-10-18,East,Electronics,Laptops,3,497.79,0.2,6.64,46-55,Gift Card,1194.7,192.88,0,1
ORD00233,2022-01-17,North,Electronics,Tablets,8,146.3,0.03,10.87,46-55,Cash,1135.29,220.92,0,1
ORD00234,2022-03-24,North,Clothing,Pants,8,100.34,0.18,6.02,56+,Credit Card,658.23,93.3,0,1
ORD00235,2023-10-01,East,Clothing,Shirts,1,126.46,0.2,1.05,18-25,PayPal,101.17,21.25,0,0
ORD00236,2023-09-05,West,Clothing,Shirts,3,84.61,0.1,5.0,46-55,PayPal,228.45,49.66,1,0
ORD00237,2023-11-16,North,Electronics,Accessories,1,796.61,0.13,5.0,56+,Debit Card,693.05,135.23,0,1
ORD00238,2024-09-21,North,Furniture,Sofas,9,127.17,0.12,6.34,56+,Gift Card,1007.19,257.29,0,1
ORD00239,2022-11-08,East,Clothing,Shoes,8,121.36,0.28,3.52,46-55,Gift Card,699.03,104.74,0,1
ORD00240,2024-10-23,West,Electronics,Phones,8,626.45,0.07,10.07,56+,Debit Card,4660.79,341.32,0,1
ORD00241,2024-03-25,West,Clothing,Pants,1,95.19,0.15,2.39,46-55,Cash,80.91,5.32,0,0
ORD00242,2022-08-24,West,Clothing,Accessories,2,63.33,0.1,3.59,18-25,Cash,113.99,20.23,0,0
ORD00243,2022-10-17,West,Office Supplies,Art Supplies,4,175.3,0.05,11.79,36-45,Debit Card,666.14,129.0,0,1
ORD00244,2023-02-09,West,Electronics,Phones,1,137.27,0.25,5.71,18-25,Credit Card,102.95,27.75,0,0
ORD00245,2024-04-13,West,Electronics,Accessories,7,278.51,0.02,6.04,26-35,Gift Card,1910.58,178.41,0,1
ORD00246,2022-12-24,North,Food & Beverage,Prepared Meals,4,29.08,0.28,8.63,18-25,PayPal,83.75,14.22,0,0
ORD00247,2023-09-19,East,Clothing,Shirts,1,94.88,0.23,2.62,36-45,Gift Card,73.06,12.83,0,0
ORD00248,2022-06-01,East,Office Supplies,Paper,5,28.74,0.14,7.59,56+,Gift Card,123.58,13.36,0,0
ORD00249,2024-03-14,South,Furniture,Cabinets,4,280.52,0.03,9.61,26-35,Credit Card,1088.42,113.21,0,1
ORD00250,2023-11-04,East,Food & Beverage,Prepared Meals,3,19.94,0.17,2.88,18-25,Cash,49.65,5.11,0,0
ORD00251,2024-02-19,South,Clothing,Shirts,8,51.63,0.13,2.56,56+,Cash,359.34,24.67,0,0
ORD00252,2022-10-02,North,Furniture,Sofas,7,424.53,0.02,7.64,36-45,Cash,2912.28,871.28,0,1
ORD00253,2023-09-29,East,Electronics,Laptops,4,180.31,0.2,12.72,26-35,Gift Card,576.99,133.33,0,1
ORD00254,2023-02-23,West,Electronics,Laptops,3,325.82,0.12,12.41,18-25,Credit Card,860.16,200.77,0,1
ORD00255,2022-01-12,South,Clothing,Accessories,2,28.73,0.13,11.86,46-55,Cash,49.99,9.77,0,0
ORD00256,2022-07-16,South,Office Supplies,Art Supplies,5,46.96,0.0,3.62,36-45,Gift Card,234.8,69.02,0,1
ORD00257,2024-09-19,North,Electronics,Laptops,4,328.56,0.08,9.69,26-35,Gift Card,1209.1,211.39,0,1
ORD00258,2022-06-04,North,Electronics,Accessories,4,698.5,0.07,9.78,46-55,PayPal,2598.42,656.55,0,1
ORD00259,2024-06-07,West,Food & Beverage,Canned Goods,5,47.85,0.04,1.53,46-55,Cash,229.68,49.31,1,0
ORD00260,2024-04-16,South,Food & Beverage,Snacks,1,42.2,0.01,13.53,36-45,PayPal,41.78,6.91,0,0
ORD00261,2023-11-13,North,Office Supplies,Storage,6,129.15,0.18,1.0,56+,Cash,635.42,114.12,0,1
ORD00262,2024-02-02,North,Furniture,Cabinets,1,282.67,0.01,0.57,56+,Credit Card,279.84,66.2,0,1
ORD00263,2024-04-09,North,Furniture,Sofas,3,36.9,0.29,11.06,26-35,Debit Card,78.6,10.87,0,0
ORD00264,2022-12-28,East,Office Supplies,Art Supplies,3,133.97,0.06,2.61,18-25,Credit Card,377.8,28.18,0,0
ORD00265,2024-03-01,West,Clothing,Pants,6,21.57,0.15,13.48,26-35,PayPal,110.01,27.02,0,0
ORD00266,2024-10-06,South,Food & Beverage,Prepared Meals,2,1.51,0.08,3.91,18-25,PayPal,2.78,0.19,1,0
ORD00267,2023-05-10,North,Clothing,Shirts,2,55.11,0.04,7.12,46-55,Credit Card,105.81,8.31,0,0
ORD00268,2024-08-09,East,Food & Beverage,Canned Goods,2,7.28,0.1,13.92,56+,PayPal,13.1,1.39,0,0
ORD00269,2023-03-23,West,Office Supplies,Paper,9,36.92,0.08,13.92,46-55,Credit Card,305.7,66.95,0,1
ORD00270,2022-01-14,East,Furniture,Cabinets,5,192.97,0.24,12.92,36-45,Credit Card,733.29,191.85,1,1
ORD00271,2022-09-18,West,Electronics,Laptops,5,783.8,0.22,8.37,46-55,Gift Card,3056.82,290.85,0,1
ORD00272,2022-11-27,West,Food & Beverage,Snacks,6,49.25,0.28,0.65,46-55,Cash,212.76,19.4,0,0
ORD00273,2024-01-21,East,Furniture,Sofas,2,151.7,0.15,12.61,26-35,Credit Card,257.89,60.14,0,1
ORD00274,2023-09-03,North,Food & Beverage,Beverages,8,30.99,0.03,2.27,36-45,Cash,240.48,17.66,0,0
ORD00275,2024-06-25,South,Furniture,Chairs,5,121.24,0.14,0.14,26-35,Cash,521.33,58.22,0,1
ORD00276,2024-10-22,South,Furniture,Tables,8,140.55,0.26,9.86,18-25,Debit Card,832.06,106.28,0,1
ORD00277,2024-04-22,West,Clothing,Accessories,2,59.75,0.24,8.31,56+,Gift Card,90.82,4.66,0,0
ORD00278,2022-02-06,East,Office Supplies,Binders,1,7.15,0.22,11.38,46-55,Credit Card,5.58,1.22,0,0
ORD00279,2024-05-20,West,Clothing,Shoes,6,132.73,0.3,5.52,36-45,Gift Card,557.47,90.39,0,1
ORD00280,2024-07-05,North,Office Supplies,Paper,3,31.88,0.2,0.03,36-45,PayPal,76.51,7.24,0,0
ORD00281,2022-06-22,West,Electronics,Phones,9,340.76,0.12,13.11,36-45,Cash,2698.82,479.11,0,1
ORD00282,2022-04-18,North,Electronics,Tablets,7,577.21,0.02,7.3,46-55,Gift Card,3959.66,791.31,0,1
ORD00283,2022-01-24,North,Clothing,Pants,3,79.76,0.02,0.88,36-45,Gift Card,234.49,31.32,0,0
ORD00284,2024-01-02,West,Food & Beverage,Beverages,4,26.35,0.13,2.21,18-25,PayPal,91.7,12.11,0,0
ORD00285,2022-04-02,North,Office Supplies,Paper,4,17.2,0.24,11.5,56+,Debit Card,52.29,12.2,0,0
ORD00286,2022-06-29,North,Furniture,Cabinets,6,392.62,0.24,1.78,46-55,Gift Card,1790.35,272.99,0,1
ORD00287,2023-02-01,South,Office Supplies,Art Supplies,9,190.31,0.06,8.48,36-45,PayPal,1610.02,474.81,0,1
ORD00288,2023-12-26,West,Office Supplies,Paper,6,58.25,0.16,4.48,36-45,Credit Card,293.58,83.72,0,1
ORD00289,2023-03-21,East,Electronics,Tablets,3,332.69,0.14,7.21,36-45,Cash,858.34,136.3,1,1
ORD00290,2024-01-01,South,Office Supplies,Paper,4,14.72,0.27,13.64,56+,Debit Card,42.98,10.53,0,0
ORD00291,2022-03-01,East,Office Supplies,Storage,9,151.52,0.2,14.35,26-35,Gift Card,1090.94,73.35,0,1
ORD00292,2022-10-19,North,Office Supplies,Storage,7,53.16,0.27,3.74,36-45,Debit Card,271.65,32.05,0,0
ORD00293,2023-04-11,North,Clothing,Shoes,6,19.15,0.15,0.5,18-25,Cash,97.66,6.41,1,0
ORD00294,2022-05-24,East,Furniture,Tables,4,209.66,0.23,1.3,36-45,PayPal,645.75,70.51,0,1
ORD00295,2023-07-21,South,Furniture,Tables,8,349.3,0.28,0.78,26-35,Credit Card,2011.97,311.25,0,1
ORD00296,2024-01-26,East,Electronics,Phones,5,242.4,0.2,2.97,36-45,Gift Card,969.6,185.52,0,1
ORD00297,2024-10-02,South,Food & Beverage,Canned Goods,9,9.97,0.01,10.8,26-35,Debit Card,88.83,13.72,0,0
ORD00298,2023-12-09,South,Food & Beverage,Beverages,1,26.65,0.03,12.9,46-55,Credit Card,25.85,5.96,0,0
ORD00299,2024-01-02,West,Office Supplies,Binders,1,124.52,0.07,12.7,46-55,Gift Card,115.8,18.2,0,0
ORD00300,2023-11-18,East,Clothing,Pants,9,103.66,0.14,6.18,56+,Debit Card,802.33,170.69,0,1
ORD00301,2022-03-06,East,Clothing,Pants,8,25.67,0.11,14.67,36-45,Gift Card,182.77,45.42,0,0
ORD00302,2022-12-18,West,Clothing,Shoes,5,33.06,0.1,11.35,46-55,Gift Card,148.77,26.76,0,0
ORD00303,2024-06-26,West,Furniture,Tables,6,122.12,0.08,14.2,56+,Debit Card,674.1,128.11,0,1
ORD00304,2023-07-31,East,Electronics,Tablets,2,98.9,0.14,13.64,36-45,Gift Card,170.11,31.41,0,0
ORD00305,2022-04-20,North,Food & Beverage,Snacks,4,23.13,0.12,1.4,36-45,Credit Card,81.42,13.05,0,0
ORD00306,2022-07-13,South,Office Supplies,Storage,8,60.99,0.24,8.66,56+,Debit Card,370.82,77.37,0,1
ORD00307,2023-02-14,West,Electronics,Laptops,8,440.14,0.13,8.37,46-55,Cash,3063.37,280.33,0,1
ORD00308,2023-01-11,North,Clothing,Shirts,2,33.64,0.15,8.97,46-55,Gift Card,57.19,3.34,0,0
ORD00309,2024-01-28,East,Furniture,Cabinets,5,280.98,0.18,1.25,18-25,Cash,1152.02,311.74,0,1
ORD00310,2023-06-07,South,Electronics,Accessories,1,363.32,0.3,10.02,18-25,Cash,254.32,53.07,0,0
ORD00311,2024-06-30,South,Furniture,Chairs,7,104.0,0.21,1.4,36-45,PayPal,575.12,32.98,0,0
ORD00312,2022-08-05,South,Clothing,Accessories,5,146.28,0.1,4.45,56+,Credit Card,658.26,184.02,0,1
ORD00313,2024-02-25,North,Electronics,Accessories,9,403.38,0.25,6.89,26-35,Debit Card,2722.82,379.7,0,1
ORD00314,2024-05-06,West,Electronics,Accessories,5,134.71,0.03,10.79,26-35,Cash,653.34,101.29,1,1
ORD00315,2024-02-04,North,Electronics,Laptops,2,611.62,0.2,9.31,46-55,Gift Card,978.59,135.14,0,1
ORD00316,2023-05-03,West,Electronics,Phones,3,73.34,0.22,1.6,46-55,Gift Card,171.62,22.09,0,0
ORD00317,2023-12-06,North,Food & Beverage,Beverages,6,42.93,0.07,12.56,26-35,Cash,239.55,28.7,0,0
ORD00318,2023-12-19,West,Electronics,Accessories,9,211.65,0.11,1.03,26-35,Gift Card,1695.32,408.21,0,1
ORD00319,2024-02-25,West,Furniture,Chairs,4,526.59,0.23,11.83,56+,Cash,1621.9,350.73,0,1
ORD00320,2024-07-27,North,Food & Beverage,Snacks,7,9.28,0.12,5.69,46-55,PayPal,57.16,6.1,0,0
ORD00321,2022-05-14,North,Clothing,Shoes,3,146.75,0.03,6.34,36-45,Credit Card,427.04,25.84,0,0
ORD00322,2024-08-07,East,Electronics,Accessories,7,145.59,0.21,14.59,26-35,Credit Card,805.11,206.52,0,1
ORD00323,2024-05-18,East,Furniture,Chairs,7,384.17,0.17,9.42,36-45,Gift Card,2232.03,408.84,0,1
ORD00324,2023-04-11,East,Furniture,Cabinets,8,431.1,0.16,1.45,46-55,Debit Card,2896.99,320.04,0,1
ORD00325,2023-04-30,South,Electronics,Tablets,9,668.4,0.02,3.4,18-25,Cash,5895.29,1371.02,0,1
ORD00326,2022-03-08,South,Electronics,Laptops,8,707.95,0.1,5.11,18-25,Cash,5097.24,1515.19,0,1
ORD00327,2023-07-04,East,Food & Beverage,Canned Goods,1,14.98,0.13,4.02,56+,PayPal,13.03,3.22,0,0
ORD00328,2023-11-13,East,Electronics,Laptops,4,215.17,0.15,11.06,36-45,Cash,731.58,132.64,0,1
ORD00329,2024-06-17,North,Office Supplies,Art Supplies,2,176.4,0.17,7.76,18-25,Cash,292.82,46.15,0,0
ORD00330,2023-03-26,West,Clothing,Accessories,9,57.71,0.05,2.56,46-55,Cash,493.42,141.63,0,1
ORD00331,2024-03-26,South,Clothing,Accessories,3,43.24,0.15,1.56,36-45,Gift Card,110.26,16.11,0,0
ORD00332,2023-11-06,East,Electronics,Tablets,2,253.68,0.14,14.76,18-25,PayPal,436.33,51.16,0,0
ORD00333,2024-07-10,South,Food & Beverage,Prepared Meals,2,18.73,0.14,0.68,36-45,Credit Card,32.22,2.74,0,0
ORD00334,2024-10-01,North,Office Supplies,Art Supplies,1,126.39,0.14,6.71,36-45,PayPal,108.7,18.32,0,0
ORD00335,2023-07-10,West,Furniture,Cabinets,1,34.37,0.07,0.55,36-45,PayPal,31.96,2.46,0,0
ORD00336,2024-04-09,North,Office Supplies,Storage,1,47.61,0.12,0.67,36-45,Credit Card,41.9,5.0,0,0
ORD00337,2022-10-22,North,Clothing,Shoes,1,25.94,0.1,7.61,56+,Debit Card,23.35,6.27,0,0
ORD00338,2023-12-28,North,Furniture,Cabinets,3,286.84,0.28,2.48,18-25,Debit Card,619.57,91.37,0,1
ORD00339,2024-07-01,North,Furniture,Sofas,5,177.16,0.2,4.45,36-45,PayPal,708.64,162.71,1,1
ORD00340,2024-01-16,North,Food & Beverage,Beverages,9,32.18,0.02,3.86,46-55,Cash,283.83,18.42,0,0
ORD00341,2023-12-11,East,Clothing,Shirts,2,103.14,0.24,9.94,56+,Debit Card,156.77,11.46,0,0
ORD00342,2023-07-23,East,Clothing,Shoes,1,19.94,0.02,5.32,36-45,Debit Card,19.54,5.58,0,0
ORD00343,2023-12-03,North,Electronics,Laptops,2,716.03,0.18,7.53,46-55,Gift Card,1174.29,99.48,0,1
ORD00344,2022-06-09,West,Food & Beverage,Snacks,3,36.47,0.04,13.54,36-45,Cash,105.03,7.0,0,0
ORD00345,2022-05-27,West,Furniture,Sofas,1,426.08,0.16,6.73,46-55,Debit Card,357.91,25.45,0,0
ORD00346,2024-07-30,North,Furniture,Chairs,1,153.15,0.14,12.25,46-55,Debit Card,131.71,8.8,0,0
ORD00347,2024-05-30,West,Electronics,Accessories,4,554.72,0.08,4.59,36-45,Credit Card,2041.37,504.72,0,1
ORD00348,2024-04-05,East,Office Supplies,Binders,3,92.77,0.17,11.39,26-35,Cash,231.0,17.26,0,0
ORD00349,2022-01-13,South,Electronics,Laptops,9,70.57,0.12,7.89,26-35,Debit Card,558.91,99.44,0,1
ORD00350,2023-10-30,West,Electronics,Accessories,5,717.57,0.1,2.32,56+,Gift Card,3229.07,182.0,0,1
ORD00351,2023-10-21,East,Clothing,Pants,1,24.18,0.25,7.97,56+,Credit Card,18.13,4.72,0,0
ORD00352,2023-08-02,North,Office Supplies,Storage,4,37.64,0.29,3.43,46-55,Gift Card,106.9,31.47,0,0
ORD00353,2022-05-21,West,Clothing,Shirts,6,139.59,0.12,5.93,26-35,Cash,737.04,94.56,0,1
ORD00354,2023-05-20,North,Clothing,Accessories,5,126.97,0.11,5.62,56+,Cash,565.02,95.21,0,1
ORD00355,2024-10-25,South,Food & Beverage,Beverages,9,49.22,0.09,14.42,26-35,PayPal,403.11,59.41,0,1
ORD00356,2022-12-18,North,Electronics,Laptops,4,785.08,0.14,7.98,36-45,Debit Card,2700.68,248.69,0,1
ORD00357,2024-05-17,South,Office Supplies,Binders,3,63.95,0.08,2.92,36-45,Gift Card,176.5,11.37,0,0
ORD00358,2022-10-07,East,Electronics,Accessories,7,458.62,0.05,8.74,26-35,Gift Card,3049.82,914.73,0,1
ORD00359,2024-04-24,East,Furniture,Sofas,4,259.01,0.3,13.2,56+,Gift Card,725.23,149.29,0,1
ORD00360,2023-10-04,North,Food & Beverage,Beverages,5,36.81,0.04,12.79,56+,Gift Card,176.69,40.24,1,0
ORD00361,2022-05-17,South,Furniture,Sofas,5,371.5,0.11,6.88,56+,Credit Card,1653.17,98.36,0,1
ORD00362,2023-07-22,North,Electronics,Phones,5,645.66,0.08,13.16,56+,Cash,2970.04,849.46,0,1
ORD00363,2023-04-24,South,Food & Beverage,Canned Goods,4,43.31,0.18,5.63,56+,Credit Card,142.06,17.25,0,0
ORD00364,2024-02-27,West,Food & Beverage,Prepared Meals,9,18.75,0.22,13.42,36-45,PayPal,131.62,21.59,0,0
ORD00365,2023-09-15,South,Clothing,Shoes,4,122.92,0.14,14.94,46-55,Credit Card,422.84,27.43,0,0
ORD00366,2023-10-24,North,Furniture,Cabinets,1,539.06,0.02,13.25,46-55,PayPal,528.28,85.62,0,1
ORD00367,2023-10-10,West,Furniture,Sofas,7,40.9,0.14,10.32,56+,Debit Card,246.22,56.8,0,1
ORD00368,2022-05-20,East,Office Supplies,Art Supplies,5,74.95,0.24,4.18,46-55,Debit Card,284.81,29.24,1,0
ORD00369,2022-01-10,East,Food & Beverage,Snacks,3,10.83,0.3,1.35,36-45,Debit Card,22.74,1.15,0,0
ORD00370,2022-12-20,West,Electronics,Accessories,5,605.36,0.04,11.3,46-55,Debit Card,2905.73,703.86,0,1
ORD00371,2024-03-03,South,Electronics,Phones,4,575.03,0.03,5.99,36-45,PayPal,2231.12,514.91,0,1
ORD00372,2023-12-12,West,Furniture,Tables,6,204.5,0.16,9.48,36-45,Gift Card,1030.68,200.22,0,1
ORD00373,2022-01-07,East,Furniture,Tables,3,327.87,0.09,1.15,46-55,Gift Card,895.09,156.78,0,1
ORD00374,2024-01-02,West,Clothing,Shoes,2,20.21,0.12,4.43,46-55,Credit Card,35.57,3.84,0,0
ORD00375,2024-04-10,North,Clothing,Accessories,8,66.71,0.27,4.82,26-35,Debit Card,389.59,65.88,0,1
ORD00376,2023-10-25,East,Electronics,Phones,5,75.25,0.06,6.24,36-45,PayPal,353.67,84.85,0,1
ORD00377,2024-01-15,West,Office Supplies,Paper,4,126.83,0.02,10.24,18-25,PayPal,497.17,54.93,0,1
ORD00378,2024-04-30,South,Office Supplies,Art Supplies,8,61.54,0.17,1.8,46-55,Cash,408.63,114.09,0,1
ORD00379,2023-02-20,North,Clothing,Shirts,2,28.74,0.19,0.81,56+,Gift Card,46.56,11.04,0,0
ORD00380,2022-01-01,South,Office Supplies,Art Supplies,2,58.85,0.21,0.94,18-25,PayPal,92.98,24.16,0,0
ORD00381,2022-09-13,West,Food & Beverage,Prepared Meals,9,5.05,0.28,12.4,56+,Gift Card,32.72,2.7,0,0
ORD00382,2024-06-15,North,Furniture,Chairs,4,479.69,0.27,6.51,46-55,Cash,1400.69,388.67,0,1
ORD00383,2024-09-23,East,Food & Beverage,Prepared Meals,5,6.69,0.01,8.47,26-35,Debit Card,33.12,9.36,0,0
ORD00384,2023-11-30,West,Food & Beverage,Snacks,7,13.46,0.26,2.74,18-25,Credit Card,69.72,8.34,0,0
ORD00385,2023-12-01,South,Office Supplies,Storage,9,63.12,0.03,11.73,56+,PayPal,551.04,116.29,0,1
ORD00386,2023-01-08,South,Food & Beverage,Beverages,7,25.52,0.13,6.87,36-45,Gift Card,155.42,15.89,0,0
ORD00387,2023-01-18,East,Furniture,Cabinets,7,467.51,0.12,12.33,56+,Cash,2879.86,756.21,0,1
ORD00388,2023-11-11,East,Food & Beverage,Canned Goods,6,44.13,0.06,10.17,56+,Cash,248.89,50.26,0,0
ORD00389,2022-05-22,West,Electronics,Accessories,7,144.29,0.22,14.62,36-45,Credit Card,787.82,49.67,0,0
ORD00390,2023-04-30,West,Food & Beverage,Prepared Meals,1,44.62,0.09,5.52,18-25,Gift Card,40.6,2.62,0,0
ORD00391,2023-06-18,West,Office Supplies,Binders,5,139.17,0.07,13.67,18-25,Gift Card,647.14,167.98,0,1
ORD00392,2024-09-08,West,Furniture,Cabinets,3,310.93,0.12,7.96,26-35,Debit Card,820.86,163.17,0,1
ORD00393,2023-04-25,North,Food & Beverage,Snacks,4,3.04,0.12,11.43,26-35,Credit Card,10.7,1.75,0,0
ORD00394,2022-08-16,West,Office Supplies,Storage,6,8.3,0.23,12.11,26-35,PayPal,38.35,3.07,0,0
ORD00395,2022-01-19,South,Clothing,Accessories,5,57.85,0.22,3.35,18-25,Debit Card,225.62,47.48,0,0
ORD00396,2023-08-11,South,Food & Beverage,Prepared Meals,5,32.68,0.29,12.71,46-55,Gift Card,116.01,6.49,0,0
ORD00397,2024-03-20,West,Office Supplies,Binders,9,61.77,0.06,2.28,46-55,Gift Card,522.57,143.64,0,1
ORD00398,2024-08-27,East,Food & Beverage,Prepared Meals,2,24.72,0.22,7.11,36-45,Gift Card,38.56,2.49,1,0
ORD00399,2024-09-01,West,Furniture,Tables,5,332.52,0.2,9.67,36-45,Gift Card,1330.08,253.15,0,1
ORD00400,2022-07-31,East,Furniture,Sofas,7,110.26,0.19,11.72,36-45,Debit Card,625.17,121.64,0,1
ORD00401,2024-04-18,West,Office Supplies,Storage,8,181.75,0.05,9.64,36-45,Gift Card,1381.3,348.73,1,1
ORD00402,2022-12-15,East,Office Supplies,Paper,6,96.65,0.27,10.62,56+,Gift Card,423.33,27.75,0,0
ORD00403,2022-01-09,West,Clothing,Shoes,4,42.24,0.01,6.23,26-35,Cash,167.27,20.99,0,0
ORD00404,2023-01-02,North,Office Supplies,Paper,5,192.65,0.19,13.93,36-45,PayPal,780.23,187.42,0,1
ORD00405,2022-07-06,East,Clothing,Pants,3,33.2,0.13,3.14,26-35,Gift Card,86.65,5.42,0,0
ORD00406,2024-10-11,East,Food & Beverage,Prepared Meals,2,42.84,0.07,14.41,26-35,Credit Card,79.68,7.91,1,0
ORD00407,2024-10-25,South,Furniture,Chairs,9,154.9,0.14,13.79,56+,Debit Card,1198.93,112.73,0,1
ORD00408,2022-01-14,South,Electronics,Phones,6,192.58,0.24,13.62,46-55,Cash,878.16,251.09,1,1
ORD00409,2023-06-24,West,Electronics,Laptops,2,775.29,0.12,12.81,18-25,Gift Card,1364.51,331.95,0,1
ORD00410,2022-08-28,South,Clothing,Accessories,7,119.39,0.29,11.45,46-55,Debit Card,593.37,156.53,0,1
ORD00411,2024-05-13,East,Office Supplies,Art Supplies,4,74.62,0.28,3.43,18-25,Credit Card,214.91,44.83,0,0
ORD00412,2022-11-29,South,Food & Beverage,Snacks,2,26.22,0.24,3.81,26-35,PayPal,39.85,4.44,0,0
ORD00413,2024-07-14,South,Electronics,Tablets,4,266.66,0.12,13.79,46-55,Debit Card,938.64,280.01,0,1
ORD00414,2024-02-26,East,Electronics,Phones,1,526.58,0.03,0.49,36-45,Gift Card,510.78,32.91,0,0
ORD00415,2022-10-12,North,Office Supplies,Art Supplies,1,158.57,0.08,8.46,46-55,Gift Card,145.88,20.37,0,0
ORD00416,2022-09-06,West,Furniture,Cabinets,4,88.03,0.15,3.31,36-45,Debit Card,299.3,17.88,0,0
ORD00417,2022-07-01,North,Office Supplies,Binders,2,137.51,0.07,6.47,46-55,Cash,255.77,58.77,0,1
ORD00418,2023-03-19,South,Electronics,Accessories,3,261.87,0.11,13.41,36-45,Gift Card,699.19,200.4,0,1
ORD00419,2023-03-10,South,Furniture,Cabinets,4,499.2,0.27,8.17,46-55,Gift Card,1457.66,147.39,0,1
ORD00420,2022-11-02,East,Electronics,Tablets,7,74.61,0.19,5.47,18-25,Debit Card,423.04,52.38,0,0
ORD00421,2023-04-21,South,Clothing,Shoes,8,125.74,0.01,10.9,26-35,Credit Card,995.86,242.47,0,1
ORD00422,2024-05-02,East,Clothing,Pants,2,132.62,0.16,4.24,46-55,Cash,222.8,34.83,0,0
ORD00423,2022-05-13,East,Office Supplies,Paper,9,5.0,0.12,7.84,36-45,Cash,39.6,2.52,1,0
ORD00424,2022-08-22,South,Electronics,Phones,6,57.57,0.13,13.24,46-55,Cash,300.52,18.93,0,0
ORD00425,2022-11-17,South,Clothing,Shoes,3,102.83,0.22,12.73,18-25,Cash,240.62,37.45,0,0
ORD00426,2022-12-03,East,Food & Beverage,Beverages,9,13.39,0.08,1.88,26-35,Debit Card,110.87,14.88,1,0
ORD00427,2023-02-24,West,Furniture,Cabinets,8,464.62,0.16,2.24,56+,Cash,3122.25,453.26,0,1
ORD00428,2024-02-19,West,Food & Beverage,Canned Goods,2,39.25,0.18,14.28,56+,Debit Card,64.37,3.9,0,0
ORD00429,2023-09-15,South,Food & Beverage,Snacks,4,31.98,0.04,8.4,56+,PayPal,122.8,30.11,0,0
ORD00430,2022-06-27,East,Electronics,Phones,1,749.69,0.25,10.46,18-25,Gift Card,562.27,128.52,0,1
ORD00431,2024-08-10,South,Food & Beverage,Beverages,7,7.13,0.26,5.17,26-35,Cash,36.93,2.13,0,0
ORD00432,2022-05-28,West,Electronics,Laptops,6,301.71,0.29,12.85,56+,PayPal,1285.28,289.56,0,1
ORD00433,2023-08-05,North,Food & Beverage,Canned Goods,7,27.92,0.09,7.24,18-25,PayPal,177.85,31.42,0,0
ORD00434,2024-07-26,South,Food & Beverage,Canned Goods,1,2.23,0.25,0.17,46-55,Gift Card,1.67,0.38,1,0
ORD00435,2023-03-29,North,Food & Beverage,Canned Goods,4,28.39,0.15,10.59,36-45,Credit Card,96.53,17.72,0,0
ORD00436,2023-03-21,West,Office Supplies,Paper,5,145.1,0.26,2.69,26-35,Gift Card,536.87,134.22,0,1
ORD00437,2023-02-15,North,Electronics,Tablets,9,167.95,0.09,4.35,36-45,Credit Card,1375.51,368.44,0,1
ORD00438,2024-04-03,North,Electronics,Tablets,7,284.65,0.28,12.76,18-25,Cash,1434.64,423.9,0,1
ORD00439,2022-09-13,West,Furniture,Tables,8,59.55,0.16,4.31,46-55,Cash,400.18,50.7,0,0
ORD00440,2023-10-05,West,Clothing,Accessories,1,70.28,0.26,9.08,46-55,Credit Card,52.01,5.81,0,0
ORD00441,2022-03-28,South,Office Supplies,Paper,9,138.66,0.1,0.85,26-35,Gift Card,1123.15,161.15,1,1
ORD00442,2023-10-26,West,Food & Beverage,Beverages,6,36.94,0.03,11.71,26-35,Credit Card,214.99,52.96,0,0
ORD00443,2024-10-21,North,Office Supplies,Storage,8,58.88,0.13,14.71,56+,PayPal,409.8,27.41,0,0
ORD00444,2022-07-05,West,Furniture,Tables,6,342.24,0.29,8.33,46-55,Cash,1457.94,142.08,0,1
ORD00445,2022-07-31,South,Office Supplies,Binders,1,82.53,0.08,3.08,18-25,Credit Card,75.93,12.97,0,0
ORD00446,2022-10-25,West,Food & Beverage,Snacks,6,48.46,0.18,1.15,26-35,Debit Card,238.42,16.43,1,0
ORD00447,2022-11-04,North,Electronics,Phones,6,571.85,0.14,1.38,46-55,Gift Card,2950.75,555.76,0,1
ORD00448,2023-12-29,North,Furniture,Chairs,6,173.01,0.2,10.6,46-55,PayPal,830.45,168.17,0,1
ORD00449,2022-10-08,South,Food & Beverage,Beverages,2,43.44,0.28,1.59,18-25,Debit Card,62.55,5.55,1,0
ORD00450,2024-02-01,East,Furniture,Sofas,5,145.5,0.18,10.52,56+,Gift Card,596.55,131.26,0,1
